sentence,sentiment,polarity,subjectivity
We are Americans; we have a unique responsibility to do the hard work of freedom.,"Sentiment(polarity=0.04166666666666666, subjectivity=0.7708333333333333)",0.041666666666666664,0.7708333333333333
"And when we do, freedom works.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
The conviction and courage we see in the Persian Gulf today is simply the American character in action.,"Sentiment(polarity=0.03333333333333333, subjectivity=0.1523809523809524)",0.03333333333333333,0.1523809523809524
The indomitable spirit that is contributing to this victory for world peace and justice is the same spirit that gives us the power and the potential to meet our toughest challenges at home.,"Sentiment(polarity=0.0, subjectivity=0.6749999999999999)",0.0,0.6749999999999999
We are resolute and resourceful.,"Sentiment(polarity=0.6, subjectivity=0.9)",0.6,0.9
"If we can selflessly confront the evil for the sake of good in a land so far away, then surely we can make this land all that it should be.","Sentiment(polarity=0.07499999999999998, subjectivity=0.8722222222222222)",0.07499999999999997,0.8722222222222222
"If anyone tells you that America's best days are behind her, they're looking the wrong way.","Sentiment(polarity=0.033333333333333326, subjectivity=0.6333333333333333)",0.033333333333333326,0.6333333333333333
Tonight I come before this House and the American people with an appeal for renewal.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"This is not merely a call for new government initiatives; it is a call for new initiatives in government, in our communities, and from every American to prepare for the next American century.","Sentiment(polarity=0.08712121212121211, subjectivity=0.23484848484848486)",0.08712121212121211,0.2348484848484849
America has always led by example.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"So, who among us will set the example?","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Which of our citizens will lead us in this next American century?,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Everyone who steps forward today -- to get one addict off drugs, to convince one troubled teenager not to give up on life, to comfort one AIDS patient, to help one hungry child.","Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0
We have within our reach the promise of a renewed America.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"We can find meaning and reward by serving some higher purpose than ourselves, a shining purpose, the illumination of a Thousand Points of Light.","Sentiment(polarity=0.325, subjectivity=0.6)",0.325,0.6
"And it is expressed by all who know the irresistible force of a child's hand, of a friend who stands by you and stays there, a volunteer's generous gesture, an idea that is simply right.","Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857
"The problems before us may be different, but the key to solving them remains the same.","Sentiment(polarity=0.0, subjectivity=0.5750000000000001)",0.0,0.5750000000000001
It is the individual -- the individual who steps forward.,"Sentiment(polarity=0.0, subjectivity=0.4)",0.0,0.4
"And the state of our Union is the union of each of us, one to the other -- the sum of our friendships, marriages, families, and communities.","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375
We all have something to give.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"So, if you know how to read, find someone who can't.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"If you've got a hammer, find a nail.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"If you're not hungry, not lonely, not in trouble, seek out someone who is.","Sentiment(polarity=-0.07500000000000001, subjectivity=0.44999999999999996)",-0.07500000000000001,0.45
Join the community of conscience.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Do the hard work of freedom.,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666
And that will define the state of our Union.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Since the birth of our nation, ""We the People"" has been the source of our strength.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"What government can do alone is limited, but the potential of the American people knows no limits.","Sentiment(polarity=-0.023809523809523808, subjectivity=0.38095238095238093)",-0.023809523809523808,0.3809523809523809
We are a nation of rock-solid realism and clear-eyed idealism.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We are Americans.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We are the Nation that believes in the future.,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125
We are the Nation that can shape the future.,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125
"And we've begun to do just that, by strengthening the power and choice of individuals and families.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Together, these last 2 years, we've put dollars for child care directly in the hands of parents instead of bureaucracies; unshackled the potential of Americans with disabilities; applied the creativity of the marketplace in the service of the environment, for clean air; and made home ownership possible for more Americans.","Sentiment(polarity=0.16111111111111112, subjectivity=0.6111111111111112)",0.16111111111111112,0.6111111111111112
The strength of a democracy is not in bureaucracy.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It is in the people and their communities.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"In everything we do, let us unleash the potential of our most precious resource -- our citizens, our citizens themselves.","Sentiment(polarity=0.3333333333333333, subjectivity=0.8333333333333334)",0.3333333333333333,0.8333333333333334
"We must return to families, communities, counties, cities, States, and institutions of every kind the power to chart their own destiny and the freedom and opportunity provided by strong economic growth.","Sentiment(polarity=0.4583333333333333, subjectivity=0.7083333333333334)",0.4583333333333333,0.7083333333333334
And that's what America is all about.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"I know that tonight, in some regions of our country, people are in genuine economic distress.","Sentiment(polarity=0.30000000000000004, subjectivity=0.35)",0.30000000000000004,0.35
And I hear them.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Earlier this month, Kathy Blackwell, of Massachusetts, wrote me about what can happen when the economy slows down, saying, ""My heart is aching, and I think that you should know your people out here are hurting badly.""","Sentiment(polarity=-0.28518518518518515, subjectivity=0.4851851851851852)",-0.28518518518518515,0.4851851851851852
"I understand, and I'm not unrealistic about the future.","Sentiment(polarity=0.125, subjectivity=0.5625)",0.125,0.5625
But there are reasons to be optimistic about our economy.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"First, we don't have to fight double-digit inflation.","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333
"Second, most industries won't have to make big cuts in production because they don't have big inventories piled up.","Sentiment(polarity=0.125, subjectivity=0.175)",0.125,0.175
"And third, our exports are running solid and strong.","Sentiment(polarity=0.14444444444444443, subjectivity=0.27777777777777773)",0.14444444444444446,0.2777777777777777
"In fact, American businesses are exporting at a record rate.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"So, let's put these times in perspective.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Together, since 1981, we've created almost 20 million jobs, cut inflation in half, and cut interest rates in half.","Sentiment(polarity=-0.16666666666666666, subjectivity=0.16666666666666666)",-0.16666666666666666,0.16666666666666666
"And yes, the largest peacetime economic expansion in history has been temporarily interrupted.","Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
But our economy is still over twice as large as our closest competitor.,"Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.21428571428571427,0.42857142857142855
We will get this recession behind us and return to growth soon.,"Sentiment(polarity=-0.4, subjectivity=0.7)",-0.4,0.7
We will get on our way to a new record of expansion and achieve the competitive strength that will carry us into the next American century.,"Sentiment(polarity=0.04545454545454545, subjectivity=0.15151515151515152)",0.04545454545454545,0.15151515151515152
"We should focus our efforts today on encouraging economic growth, investing in the future, and giving power and opportunity to the individual.","Sentiment(polarity=0.06666666666666667, subjectivity=0.2416666666666667)",0.06666666666666668,0.2416666666666667
We must begin with control of Federal spending.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
That's why I'm submitting a budget that holds the growth in spending to less than the rate of inflation.,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.06666666666666667)",-0.16666666666666666,0.06666666666666668
"And that's why, amid all the sound and fury of last year's budget debate, we put into law new, enforceable spending caps, so that future spending debates will mean a battle of ideas, not a bidding war.","Sentiment(polarity=0.04477272727272728, subjectivity=0.34674242424242424)",0.044772727272727283,0.34674242424242424
"Though controversial, the budget agreement finally put the Federal Government on a pay-as-you-go plan and cut the growth of debt by nearly $500 billion.","Sentiment(polarity=0.21666666666666667, subjectivity=0.7833333333333333)",0.21666666666666667,0.7833333333333333
And that frees funds for saving and job-creating investment.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Now, let's do more.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"My budget again includes tax-free family savings accounts; penalty-free withdrawals from IRA's for first-time home buyers; and to increase jobs and growth, a reduced tax for long-term capital gains.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
I know there are differences among us -- [laughter] -- about the impact and the effects of a capital gains incentive.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"So tonight, I'm asking the congressional leaders and the Federal Reserve to cooperate with us in a study, led by Chairman Alan Greenspan, to sort out our technical differences so that we can avoid a return to unproductive partisan bickering.","Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1
"But just as our efforts will bring economic growth now and in the future, they must also be matched by long-term investments for the next American century.","Sentiment(polarity=0.05, subjectivity=0.08125)",0.05,0.08125
"That requires a forward-looking plan of action, and that's exactly what we will be sending to the Congress.","Sentiment(polarity=0.175, subjectivity=0.175)",0.175,0.175
"We've prepared a detailed series of proposals that include: a budget that promotes investment in America's future -- in children, education, infrastructure, space, and high technology; legislation to achieve excellence in education, building on the partnership forged with the 50 Governors at the education summit, enabling parents to choose their children's schools and helping to make America number one in math and science; a blueprint for a new national highway system, a critical investment in our transportation infrastructure; a research and development agenda that includes record levels of Federal investment, and a permanent tax credit to strengthen private R&D and to create jobs; a comprehensive national energy strategy that calls for energy conservation and efficiency, increased development, and greater use of alternative fuels; a banking reform plan to bring America's financial system into the 21st century so that our banks remain safe and secure and can continue to make job-creating loans for our factories, our businesses, and home buyers.","Sentiment(polarity=0.1905785123966942, subjectivity=0.42223140495867767)",0.1905785123966942,0.4222314049586777
"You know, I do think there has been too much pessimism.","Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
"Sound banks should be making sound loans now, and interest rates should be lower, now.","Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4
"In addition to these proposals, we must recognize that our economic strength depends on being competitive in world markets.","Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
We must continue to expand American exports.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
A successful Uruguay round of world trade negotiations will create more real jobs and more real growth for all nations.,"Sentiment(polarity=0.325, subjectivity=0.4916666666666667)",0.325,0.4916666666666667
"You and I know that if the playing field is level, America's workers and farmers can out-work, out-produce anyone, anytime, anywhere.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"And with a Mexican free trade agreement and our Enterprise for the Americas Initiative, we can help our partners strengthen their economies and move toward a free trade zone throughout this entire hemisphere.","Sentiment(polarity=0.2, subjectivity=0.55625)",0.2,0.55625
The budget also includes a plan of action right here at home to put more power and opportunity in the hands of the individual.,"Sentiment(polarity=0.22142857142857142, subjectivity=0.3839285714285714)",0.22142857142857145,0.3839285714285714
And that means new incentives to create jobs in our inner cities by encouraging investment through enterprise zones.,"Sentiment(polarity=0.06818181818181818, subjectivity=0.3106060606060606)",0.06818181818181818,0.3106060606060606
It also means tenant control and ownership of public housing.,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668
Freedom and the power to choose should not be the privilege of wealth.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
They are the birthright of every American.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Civil rights are also crucial to protecting equal opportunity.,"Sentiment(polarity=0.0, subjectivity=0.625)",0.0,0.625
"Every one of us has a responsibility to speak out against racism, bigotry, and hate.","Sentiment(polarity=-0.8, subjectivity=0.9)",-0.8,0.9
"We will continue our vigorous enforcement of existing statutes, and I will once again press the Congress to strengthen the laws against employment discrimination without resorting to the use of unfair preferences.","Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0
We're determined to protect another fundamental civil right: freedom from crime and the fear that stalks our cities.,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857
The Attorney General will soon convene a crime summit of our nation's law enforcement officials.,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05000000000000002,0.5
"And to help us support them, we need tough crime control legislation, and we need it now.","Sentiment(polarity=-0.3888888888888889, subjectivity=0.8333333333333334)",-0.3888888888888889,0.8333333333333334
"And as we fight crime, we will fully implement our national strategy for combating drug abuse.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Recent data show that we are making progress, but much remains to be done.","Sentiment(polarity=0.1, subjectivity=0.225)",0.1,0.225
"We will not rest until the day of the dealer is over, forever.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Good health care is every American's right and every American's responsibility.,"Sentiment(polarity=0.2464285714285714, subjectivity=0.2839285714285714)",0.2464285714285714,0.2839285714285714
"And so, we are proposing an aggressive program of new prevention initiatives -- for infants, for children, for adults, and for the elderly -- to promote a healthier America and to help keep costs from spiraling.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545
It's time to give people more choice in government by reviving the ideal of the citizen politician who comes not to stay but to serve.,"Sentiment(polarity=0.7, subjectivity=0.75)",0.7,0.75
And one of the reasons that there is so much support across this country for term limitations is that the American people are increasingly concerned about big-money influence in politics.,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1
"So, we must look beyond the next election to the next generation.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And the time has come to put the national interest above the special interest and to totally eliminate political action committees.,"Sentiment(polarity=0.09142857142857144, subjectivity=0.3242857142857143)",0.09142857142857144,0.3242857142857143
And that would truly put more competition in elections and more power in the hands of individuals.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"And where power cannot be put directly in the hands of the individual, it should be moved closer to the people, away from Washington.","Sentiment(polarity=0.05, subjectivity=0.4)",0.05,0.4
"The Federal Government too often treats government programs as if they are of Washington, by Washington, and for Washington.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Once established, Federal programs seem to become immortal.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It's time for a more dynamic program life cycle.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333
Some programs should increase.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Some should decrease.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Some should be terminated.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And some should be consolidated and turned over to the States.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
My budget includes a list of programs for potential turnover totaling more than $20 billion.,"Sentiment(polarity=0.25, subjectivity=0.75)",0.25,0.75
"Working with Congress and the Governors, I propose we select at least $15 billion in such programs and turn them over to the States in a single consolidated grant, fully funded, for flexible management by the States.","Sentiment(polarity=-0.12380952380952381, subjectivity=0.37142857142857144)",-0.1238095238095238,0.37142857142857133
"The value, the value of this turnover approach is straightforward.","Sentiment(polarity=0.375, subjectivity=0.375)",0.375,0.375
It allows the Federal Government to reduce overhead.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It allows States to manage more flexibly and more efficiently.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
It moves power and decisionmaking closer to the people.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And it reinforces a theme of this administration: appreciation and encouragement of the innovative powers of States as laboratories.,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0
This nation was founded by leaders who understood that power belongs in the hands of people.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And they planned for the future.,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125
"And so must we, here and all around the world.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"As Americans, we know that there are times when we must step forward and accept our responsibility to lead the world away from the dark chaos of dictators, toward the brighter promise of a better day.","Sentiment(polarity=0.175, subjectivity=0.45)",0.175,0.45
Almost 50 years ago we began a long struggle against aggressive totalitarianism.,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4
Now we face another defining hour for America and the world.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"There is no one more devoted, more committed to the hard work of freedom than every soldier and sailor, every marine, airman, and coastguardsman, every man and woman now serving in the Persian Gulf.","Sentiment(polarity=0.23611111111111108, subjectivity=0.5138888888888888)",0.2361111111111111,0.5138888888888888
"Oh, how they deserve -- [applause] -- and what a fitting tribute to them.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"You see -- what a wonderful, fitting tribute to them.","Sentiment(polarity=0.75, subjectivity=0.75)",0.75,0.75
"Each of them has volunteered, volunteered to provide for this nation's defense, and now they bravely struggle to earn for America, for the world, and for future generations a just and lasting peace.","Sentiment(polarity=0.26666666666666666, subjectivity=0.375)",0.26666666666666666,0.375
Our commitment to them must be equal to their commitment to their country.,"Sentiment(polarity=0.0, subjectivity=0.25)",0.0,0.25
They are truly America's finest.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
The war in the Gulf is not a war we wanted.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We worked hard to avoid war.,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666
"For more than 5 months we -- along with the Arab League, the European Community, the United Nations -- tried every diplomatic avenue.","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25
"U.N. Secretary-General Perez de Cuellar; Presidents Gorbachev, Mitterrand, Ozal, Mubarak, and Bendjedid; Kings Fahd and Hassan; Prime Ministers Major and Andreotti -- just to name a few -- all worked for a solution.","Sentiment(polarity=-0.06875, subjectivity=0.3)",-0.06875,0.3
"But time and again, Saddam Hussein flatly rejected the path of diplomacy and peace.","Sentiment(polarity=-0.025, subjectivity=0.125)",-0.025,0.125
"The world well knows how this conflict began and when: It began on August 2d, when Saddam invaded and sacked a small, defenseless neighbor.","Sentiment(polarity=-0.325, subjectivity=0.6000000000000001)",-0.325,0.6000000000000001
And I am certain of how it will end.,"Sentiment(polarity=0.21428571428571427, subjectivity=0.5714285714285714)",0.21428571428571427,0.5714285714285714
"So that peace can prevail, we will prevail.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
[Applause] Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Tonight I am pleased to report that we are on course.,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0
Iraq's capacity to sustain war is being destroyed.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Our investment, our training, our planning -- all are paying off.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Time will not be Saddam's salvation.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Our purpose in the Persian Gulf remains constant: to drive Iraq out of Kuwait, to restore Kuwait's legitimate government, and to ensure the stability and security of this critical region.","Sentiment(polarity=0.0, subjectivity=0.5666666666666667)",0.0,0.5666666666666667
Let me make clear what I mean by the region's stability and security.,"Sentiment(polarity=-0.10624999999999998, subjectivity=0.5354166666666667)",-0.10624999999999997,0.5354166666666667
"We do not seek the destruction of Iraq, its culture, or its people.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Rather, we seek an Iraq that uses its great resources not to destroy, not to serve the ambitions of a tyrant, but to build a better life for itself and its neighbors.","Sentiment(polarity=0.3666666666666667, subjectivity=0.4166666666666667)",0.3666666666666667,0.4166666666666667
"We seek a Persian Gulf where conflict is no longer the rule, where the strong are neither tempted nor able to intimidate the weak.","Sentiment(polarity=0.18611111111111112, subjectivity=0.6611111111111111)",0.18611111111111112,0.6611111111111111
Most Americans know instinctively why we are in the Gulf.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"They know we had to stop Saddam now, not later.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"They know that this brutal dictator will do anything, will use any weapon, will commit any outrage, no matter how many innocents suffer.","Sentiment(polarity=-0.1875, subjectivity=0.75)",-0.1875,0.75
"They know we must make sure that control of the world's oil resources does not fall into his hands, only to finance further aggression.","Sentiment(polarity=0.16666666666666666, subjectivity=0.7962962962962963)",0.16666666666666666,0.7962962962962963
"They know that we need to build a new, enduring peace, based not on arms races and confrontation but on shared principles and the rule of law.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545
And we all realize that our responsibility to be the catalyst for peace in the region does not end with the successful conclusion of this war.,"Sentiment(polarity=0.75, subjectivity=0.95)",0.75,0.95
"Democracy brings the undeniable value of thoughtful dissent, and we've heard some dissenting voices here at home -- some, a handful, reckless; most responsible.","Sentiment(polarity=0.3666666666666667, subjectivity=0.5166666666666667)",0.3666666666666667,0.5166666666666667
But the fact that all voices have the right to speak out is one of the reasons we've been united in purpose and principle for 200 years.,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857
Our progress in this great struggle is the result of years of vigilance and a steadfast commitment to a strong defense.,"Sentiment(polarity=0.5444444444444445, subjectivity=0.7611111111111111)",0.5444444444444445,0.7611111111111111
"Now, with remarkable technological advances like the Patriot missile, we can defend against ballistic missile attacks aimed at innocent civilians.","Sentiment(polarity=0.625, subjectivity=0.725)",0.625,0.725
"Looking forward, I have directed that the SDI program be refocused on providing protection from limited ballistic missile strikes, whatever their source.","Sentiment(polarity=-0.07142857142857142, subjectivity=0.14285714285714285)",-0.07142857142857142,0.14285714285714285
"Let us pursue an SDI program that can deal with any future threat to the United States, to our forces overseas, and to our friends and allies.","Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125
"The quality of American technology, thanks to the American worker, has enabled us to successfully deal with difficult military conditions and help minimize precious loss of life.","Sentiment(polarity=0.12142857142857143, subjectivity=0.4642857142857143)",0.12142857142857146,0.4642857142857143
We have given our men and women the very best.,"Sentiment(polarity=1.0, subjectivity=0.39)",1.0,0.39
And they deserve it.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We all have a special place in our hearts for the families of our men and women serving in the Gulf.,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.35714285714285715,0.5714285714285714
They are represented here tonight by Mrs. Norman Schwarzkopf.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We are all very grateful to General Schwarzkopf and to all those serving with him.,"Sentiment(polarity=0.125, subjectivity=0.4)",0.125,0.4
"And I might also recognize one who came with Mrs. Schwarzkopf: Alma Powell, the wife of the distinguished Chairman of the Joint Chiefs.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
